method,seed,domain,metric,label_index,label_name,mean,std,min,max
harder_gate_clipping,2027,chexpert,residual_abs,3,edema,30.81496810913086,5.163637638092041,18.42501449584961,41.412147521972656
harder_gate_clipping,2027,chexpert,residual_abs,4,pleural_effusion,8.483323097229004,3.0292484760284424,2.5138895511627197,15.069637298583984
harder_gate_clipping,2027,chexpert,residual_abs,5,pneumonia,13.061602592468262,2.6704275608062744,5.388707160949707,18.55211067199707
harder_gate_clipping,2027,chexpert,residual_abs,6,pneumothorax,6.854789733886719,1.680790662765503,2.7143056392669678,10.905029296875
labelwise_trust_region,2027,nih,residual_abs,0,atelectasis,1.4568541049957275,0.5473282337188721,0.0006691738963127136,2.7570152282714844
labelwise_trust_region,2027,nih,residual_abs,1,cardiomegaly,1.7243566513061523,0.5997695922851562,0.01927589625120163,3.2936224937438965
labelwise_trust_region,2027,nih,residual_abs,2,consolidation,2.3554632663726807,0.8066824078559875,0.002526935189962387,4.2451910972595215
labelwise_trust_region,2027,nih,residual_abs,3,edema,1.775537133216858,0.9145262241363525,0.0015280693769454956,3.9510445594787598
labelwise_trust_region,2027,nih,residual_abs,4,pleural_effusion,1.567073941230774,0.7953570485115051,0.002323061227798462,3.389162063598633
labelwise_trust_region,2027,nih,residual_abs,5,pneumonia,2.5421130657196045,0.7046269178390503,0.008659683167934418,4.377133369445801
labelwise_trust_region,2027,nih,residual_abs,6,pneumothorax,2.446418046951294,0.7806877493858337,0.009640015661716461,4.776775360107422
labelwise_trust_region,2027,chexpert,residual_abs,0,atelectasis,0.5777571797370911,0.3401917517185211,0.0007978901267051697,1.4995310306549072
labelwise_trust_region,2027,chexpert,residual_abs,1,cardiomegaly,0.4265516996383667,0.28983721137046814,0.0004571154713630676,1.516737461090088
labelwise_trust_region,2027,chexpert,residual_abs,2,consolidation,0.3597804605960846,0.2387215942144394,0.0007182322442531586,1.338438630104065
labelwise_trust_region,2027,chexpert,residual_abs,3,edema,0.9714500308036804,0.6780127882957458,0.003983393311500549,3.020458221435547
labelwise_trust_region,2027,chexpert,residual_abs,4,pleural_effusion,0.6859329342842102,0.4838535189628601,0.005843259394168854,1.9370559453964233
labelwise_trust_region,2027,chexpert,residual_abs,5,pneumonia,0.23638485372066498,0.1759752780199051,0.0012565478682518005,1.3078945875167847
labelwise_trust_region,2027,chexpert,residual_abs,6,pneumothorax,0.3442811965942383,0.2506656050682068,0.001863040030002594,1.1358749866485596
harder_gate_clipping,31415,nih,residual_abs,0,atelectasis,6.924890518188477,0.7281485199928284,4.453757286071777,9.637175559997559
